label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
4588       0.949      0.886      -82.317    nan        0.528      97.532     1.000      1541.891  
4589       0.949      0.895      -82.313    nan        0.528      97.344     1.000      1542.120  
4590       0.949      0.880      -82.307    nan        0.528      97.372     1.000      1542.351  
4591       0.948      0.893      -82.302    nan        0.528      97.421     1.000      1542.582  
4592       0.949      0.885      -82.297    nan        0.529      97.675     1.000      1542.818  
4593       0.949      0.882      -82.292    nan        0.529      97.502     1.000      1543.048  
4594       0.949      0.880      -82.286    nan        0.529      97.637     1.000      1543.277  
4595       0.949      0.874      -82.281    nan        0.528      97.609     1.000      1543.508  
4596       0.949      0.876      -82.276    nan        0.528      97.435     1.000      1543.738  
4597       0.949      0.882      -82.271    nan        0.529      97.529     1.000      1543.969  
4598       0.949      0.879      -82.265    nan        0.528      97.773     1.000      1544.199  
4599       0.949      0.883      -82.260    nan        0.528      97.358     1.000      1544.429  
4600       0.949      0.889      -82.255    nan        0.528      97.384     1.000      1544.659  
4601       0.949      0.888      -82.250    nan        0.528      97.325     1.000      1549.938  
4602       0.949      0.889      -82.244    nan        0.527      97.452     1.000      1550.167  
4603       0.949      0.881      -82.239    nan        0.527      97.466     1.000      1550.442  
4604       0.949      0.873      -82.234    nan        0.528      97.731     1.000      1550.682  
4605       0.949      0.877      -82.228    nan        0.528      97.584     1.000      1550.926  
4606       0.949      0.882      -82.223    nan        0.529      97.554     1.000      1551.172  
4607       0.949      0.882      -82.218    nan        0.529      97.546     1.000      1551.411  
4608       0.949      0.890      -82.213    nan        0.529      97.416     1.000      1551.648  
4609       0.949      0.887      -82.207    nan        0.529      97.618     1.000      1551.892  
4610       0.949      0.893      -82.202    nan        0.528      97.424     1.000      1552.129  
4611       0.949      0.880      -82.197    nan        0.528      97.506     1.000      1552.367  
4612       0.949      0.882      -82.191    nan        0.527      97.178     1.000      1552.604  
4613       0.949      0.887      -82.186    nan        0.527      97.252     1.000      1552.842  
4614       0.948      0.887      -82.181    nan        0.527      97.332     1.000      1553.081  
4615       0.949      0.883      -82.176    nan        0.527      97.336     1.000      1553.323  
4616       0.949      0.885      -82.171    nan        0.528      97.597     1.000      1553.563  
4617       0.949      0.884      -82.166    nan        0.528      97.479     1.000      1553.799  
4618       0.949      0.887      -82.161    nan        0.528      97.375     1.000      1554.036  
4619       0.949      0.893      -82.155    nan        0.528      97.289     1.000      1554.295  
4620       0.949      0.890      -82.150    nan        0.528      97.443     1.000      1554.534  
4621       0.949      0.891      -82.145    nan        0.528      97.383     1.000      1554.778  
4622       0.949      0.896      -82.140    nan        0.528      97.207     1.000      1555.022  
4623       0.949      0.883      -82.135    nan        0.528      97.719     1.000      1555.265  
4624       0.949      0.882      -82.129    nan        0.527      97.425     1.000      1555.501  
4625       0.949      0.887      -82.124    nan        0.527      97.470     1.000      1555.733  
4626       0.949      0.886      -82.118    nan        0.527      97.255     1.000      1555.966  
4627       0.949      0.882      -82.113    nan        0.527      97.172     1.000      1556.209  
4628       0.949      0.887      -82.108    nan        0.527      97.158     1.000      1556.449  
4629       0.949      0.890      -82.103    nan        0.527      97.208     1.000      1556.687  
4630       0.949      0.885      -82.098    nan        0.527      97.119     1.000      1556.921  
4631       0.949      0.880      -82.092    nan        0.527      97.476     1.000      1557.157  
4632       0.949      0.884      -82.088    nan        0.527      97.144     1.000      1557.389  
4633       0.949      0.890      -82.082    nan        0.527      97.232     1.000      1557.623  
4634       0.949      0.891      -82.077    nan        0.527      97.112     1.000      1557.854  
4635       0.949      0.886      -82.072    nan        0.527      97.430     1.000      1558.088  
4636       0.949      0.888      -82.067    nan        0.527      97.166     1.000      1558.336  
4637       0.949      0.891      -82.062    nan        0.527      97.174     1.000      1558.586  
4638       0.949      0.891      -82.056    nan        0.527      97.310     1.000      1558.828  
4639       0.949      0.894      -82.051    nan        0.527      97.185     1.000      1559.067  
4640       0.950      0.887      -82.046    nan        0.526      97.136     1.000      1559.304  
4641       0.949      0.881      -82.041    nan        0.526      97.565     1.000      1559.541  
4642       0.949      0.883      -82.035    nan        0.526      97.473     1.000      1559.784  
4643       0.949      0.879      -82.030    nan        0.526      97.367     1.000      1560.026  
4644       0.949      0.888      -82.025    nan        0.525      97.216     1.000      1560.267  
4645       0.949      0.887      -82.020    nan        0.525      97.505     1.000      1560.506  
4646       0.950      0.883      -82.014    nan        0.524      97.205     1.000      1560.744  
4647       0.949      0.882      -82.009    nan        0.524      97.282     1.000      1561.019  
4648       0.949      0.881      -82.004    nan        0.524      97.318     1.000      1561.263  
4649       0.949      0.888      -81.999    nan        0.524      97.290     1.000      1561.504  
4650       0.949      0.888      -81.994    nan        0.523      97.116     1.000      1561.749  
4651       0.950      0.883      -81.989    nan        0.523      97.261     1.000      1567.066  
4652       0.950      0.890      -81.984    nan        0.522      97.039     1.000      1567.306  
4653       0.949      0.886      -81.979    nan        0.523      97.400     1.000      1567.541  
4654       0.949      0.890      -81.974    nan        0.522      97.035     1.000      1567.779  
4655       0.949      0.881      -81.969    nan        0.523      97.269     1.000      1568.016  
4656       0.949      0.887      -81.964    nan        0.523      97.253     1.000      1568.255  
4657       0.949      0.882      -81.958    nan        0.523      97.399     1.000      1568.492  
4658       0.950      0.877      -81.953    nan        0.523      97.246     1.000      1568.729  
4659       0.950      0.888      -81.948    nan        0.523      97.320     1.000      1568.966  
4660       0.949      0.892      -81.943    nan        0.524      97.082     1.000      1569.203  
4661       0.949      0.899      -81.938    nan        0.524      96.850     1.000      1569.439  
4662       0.949      0.889      -81.933    nan        0.524      97.198     1.000      1569.676  
4663       0.949      0.893      -81.928    nan        0.524      97.050     1.000      1569.913  
4664       0.949      0.890      -81.923    nan        0.524      97.062     1.000      1570.152  
4665       0.949      0.883      -81.917    nan        0.524      97.282     1.000      1570.386  
4666       0.950      0.885      -81.912    nan        0.524      97.053     1.000      1570.622  
4667       0.950      0.892      -81.907    nan        0.524      97.038     1.000      1570.863  
4668       0.949      0.893      -81.902    nan        0.524      97.071     1.000      1571.107  
4669       0.949      0.894      -81.897    nan        0.524      96.932     1.000      1571.346  
4670       0.949      0.888      -81.891    nan        0.523      97.154     1.000      1571.593  
